market_id,city_ids,quarter,weights,nodes0,nodes1,nodes2,nodes3,income,income_squared,age,child
C01Q1,1,1,0.05,0.858528635,0.543483259,-0.156023406,2.021190248,0.315227219,4.926907005,0.141454547,-0.230851064
C01Q1,1,1,0.05,1.615083183,-0.214025158,1.082100176,0.190172034,1.391458222,26.2584055,0.141454547,-0.230851064
C01Q1,1,1,0.05,-1.511002783,-1.247376426,1.150389674,-0.039730716,0.207838539,2.925510837,0.885032581,-0.230851064
C03Q1,3,1,0.05,0.001702598,0.027647699,1.045121842,0.235957978,0.053891132,0.096634601,0.141454547,-0.230851064
C03Q1,3,1,0.05,0.22282451,-0.841441412,1.017027736,0.134599505,-1.50308326,-25.84984533,-0.181318845,-0.230851064
C03Q1,3,1,0.05,-1.028720103,-0.905686087,2.301255004,0.072845861,0.621791656,10.76723265,-1.279931134,0.769148936
C03Q1,3,1,0.05,0.383124757,-2.030617908,0.14903383,0.950987139,0.269229007,4.066817327,-0.45325256,-0.230851064
C03Q1,3,1,0.05,0.386637849,-0.77806424,0.235571534,1.958724459,0.373833804,6.028882687,-0.281402304,-0.230851064
C03Q1,3,1,0.05,2.156673812,0.166049324,0.778661326,-1.24626968,0.456933425,7.603175033,0.23989462,-0.230851064
C03Q1,3,1,0.05,0.469945275,-0.774755055,0.990616892,0.520500339,0.459811981,7.657955747,-1.61640337,0.769148936
C03Q1,3,1,0.05,1.370841119,1.403084556,-0.581792578,-0.919725515,-0.011428331,-1.08932744,0.463038171,-0.230851064
C03Q1,3,1,0.05,-1.134162463,1.299068745,0.417008069,-0.307009747,-0.496342613,-9.626777325,0.270666279,-0.230851064
C03Q1,3,1,0.05,1.72978677,2.233876258,-1.179289382,-0.197439117,0.545326142,9.292901863,-0.392627939,-0.230851064
C03Q1,3,1,0.05,1.635689768,-0.138606345,0.119452401,0.25715646,0.083836438,0.643184341,0.645359728,-0.230851064
C03Q1,3,1,0.05,0.486134096,-0.703737909,0.990559466,-2.495576604,-4.938182157,-65.94640361,-2.532694102,0.769148936
C03Q1,3,1,0.05,-0.305489495,-0.639151964,-0.499073344,0.782592357,0.459811981,7.657955747,0.558348351,-0.230851064
C03Q1,3,1,0.05,0.106906871,-0.512014905,0.987111842,1.467709319,0.456933425,7.603175033,-2.127228994,0.769148936
C03Q1,3,1,0.05,-0.214481517,0.23376935,1.639849245,-0.15313031,0.281241544,4.291023426,-0.090347067,-0.230851064
C03Q1,3,1,0.05,0.963225265,0.601879667,-1.541404928,0.579395858,-0.667761464,-12.5322871,-3.225841283,0.769148936
C03Q1,3,1,0.05,0.757431696,-0.978661913,-2.400874408,-2.148195876,-4.385486661,-61.08809786,1.022653959,-0.230851064
C03Q1,3,1,0.05,-0.030179315,0.425181695,-0.071212021,-1.209335962,-0.755868831,-14.00282034,0.141454547,-0.230851064
C03Q1,3,1,0.05,-0.282055473,-1.23115936,0.522171983,1.004595668,-0.585992672,-11.15365561,0.963813459,-0.230851064
C03Q1,3,1,0.05,-0.845326356,0.211204694,0.568237382,-1.161366516,-0.032907415,-1.47744453,-0.006965458,-0.230851064
C04Q1,4,1,0.05,-0.529569305,-0.476808543,-1.018780855,0.029224352,0.624597878,10.82156185,-0.181318845,-0.230851064
C04Q1,4,1,0.05,0.724871215,-0.934868916,0.31071846,-0.170428926,-0.224269846,-4.894545065,-0.586783953,0.769148936
C04Q1,4,1,0.05,0.291016661,1.430045561,-0.953153211,0.363952455,-0.284616871,-5.956953556,0.208145922,-0.230851064
C04Q1,4,1,0.05,-1.391642528,2.618858108,0.805707991,0.48797025,0.678459435,11.8673879,-0.45325256,-0.230851064
C04Q1,4,1,0.05,-1.462982413,0.456820186,-0.065854034,-0.97288909,0.746832277,13.20333606,1.078223811,-0.230851064
C04Q1,4,1,0.05,0.248769101,-1.661523135,0.26078727,-0.986884592,0.840229571,15.04334998,0.885032581,-0.230851064
C04Q1,4,1,0.05,0.389299816,0.647546064,0.756515307,-0.44719489,1.03413462,18.91916991,0.511828336,-0.230851064
C04Q1,4,1,0.05,1.296302227,-2.179836181,-0.04199649,-1.784145227,0.103780275,1.008186254,0.38507663,-0.230851064
C04Q1,4,1,0.05,2.001352808,1.045158846,1.037894546,0.604466245,0.561306468,9.600051791,-2.532694102,0.769148936
C04Q1,4,1,0.05,-1.013104973,-0.738916973,-0.822784769,0.590325011,1.216607381,22.63515727,0.851696161,-0.230851064
C04Q1,4,1,0.05,-0.863071483,1.379566038,0.421985213,0.464976633,0.193288287,2.65611294,0.799510408,-0.230851064
C04Q1,4,1,0.05,-0.649571377,-0.533210406,0.049236793,-1.603418838,0.962022544,17.46899396,0.106363227,-0.230851064
C04Q1,4,1,0.05,0.699224761,1.008201051,0.319919993,-0.969339249,0.510828395,8.631579134,-0.006965458,-0.230851064
C04Q1,4,1,0.05,1.387337832,0.540974903,1.354253851,-0.407624906,-0.342300358,-6.965662087,-0.92325619,0.769148936
C04Q1,4,1,0.05,-0.020960536,1.559337801,-0.731540062,-1.54308573,0.296452174,4.575333932,1.050824836,-0.230851064
C04Q1,4,1,0.05,-2.031215479,1.108745739,-1.891842936,0.106709055,0.308638996,4.803458592,-0.82794601,0.769148936
C04Q1,4,1,0.05,0.370098402,-0.120753841,1.871964473,-0.808086585,0.549387966,9.370923753,0.86850328,-0.230851064
C04Q1,4,1,0.05,-1.266332915,0.078840013,1.086303107,-0.480508659,0.698373378,12.25552469,0.208145922,-0.230851064
C04Q1,4,1,0.05,0.562852933,-0.261977656,-0.961857659,0.114080233,-0.672449895,-12.61092924,0.511828336,-0.230851064
C04Q1,4,1,0.05,-0.272394974,0.792283837,-1.200285762,-1.295632419,-0.329506883,-6.742517462,1.078223811,-0.230851064
C05Q1,5,1,0.05,0.019233489,0.539601878,-0.576058187,1.277011022,0.944198505,17.11215504,0.744450631,-0.230851064
C05Q1,5,1,0.05,-1.425030811,0.169817838,-0.507205868,0.428419407,0.405635895,6.629730473,0.141454547,-0.230851064
C05Q1,5,1,0.05,-0.267817022,0.712837605,-0.749665273,0.461246537,0.585992268,10.0755292,0.645359728,-0.230851064
C05Q1,5,1,0.05,-2.265412359,-0.121630868,1.116354372,-1.011043716,0.018130508,-0.553704305,0.834601728,-0.230851064
C05Q1,5,1,0.05,-0.569488463,0.926872302,-0.985648441,-0.628580369,-0.311830844,-6.433672273,-1.279931134,0.769148936
C05Q1,5,1,0.05,-1.129564349,0.158121882,-2.003369327,-0.825097906,0.730509149,12.88354616,0.763142764,-0.230851064
C05Q1,5,1,0.05,0.7191311,0.237220042,0.154574552,0.475512901,-0.425883768,-8.415473836,-1.61640337,0.769148936
C05Q1,5,1,0.05,0.002694854,1.003086983,0.401241995,1.531849047,0.028273102,-0.369512003,-0.281402304,-0.230851064
C05Q1,5,1,0.05,-0.430972648,-0.41774377,-0.156008277,2.030023897,0.288824689,4.432706457,-0.134798829,-0.230851064
C05Q1,5,1,0.05,-0.52420222,0.36371713,-0.44251904,0.292322144,0.576358282,9.889822331,0.411744877,-0.230851064
C05Q1,5,1,0.05,-0.380423508,0.225725132,-1.185251084,-1.478301614,0.224038922,3.225959087,-0.090347067,-0.230851064
C05Q1,5,1,0.05,-0.173748125,-0.246397968,-0.648360869,-1.274891887,0.576358282,9.889822331,-1.279931134,0.769148936
C05Q1,5,1,0.05,-0.307731641,0.578630907,-0.715517153,-0.737248983,-0.676999342,-12.6871981,0.885032581,-0.230851064
C05Q1,5,1,0.05,0.062416345,-0.198453668,-0.403346375,-0.820536606,-3.005162686,-46.28657642,0.23989462,-0.230851064
C05Q1,5,1,0.05,-0.945835428,0.976193382,0.017002145,0.864478741,-0.33204696,-6.786847703,1.204975516,-0.230851064
C05Q1,5,1,0.05,-0.169080214,-0.719686406,1.247287882,0.287668955,0.411833171,6.747053207,0.23989462,-0.230851064
C05Q1,5,1,0.05,0.215926564,1.159456978,-1.335270936,0.386761133,0.508258019,8.582400221,1.064618158,-0.230851064
C05Q1,5,1,0.05,-0.65560759,1.866995032,0.719822731,-0.808944967,-1.033079631,-18.52826548,0.300519242,-0.230851064
C05Q1,5,1,0.05,0.230450816,0.863408437,0.305130886,1.283643047,0.288824689,4.432706457,-0.047787452,-0.230851064
C05Q1,5,1,0.05,1.125836653,-0.644228206,-0.754833854,0.396395604,0.032588552,-0.291079842,-1.279931134,0.769148936
C07Q1,7,1,0.05,-1.320539277,-0.657513524,-0.266371565,-0.55843958,-1.508416942,-25.93039659,-0.134798829,-0.230851064
C07Q1,7,1,0.05,-0.255258382,1.869362166,-0.683178968,0.697697868,1.302544005,24.40828965,0.885032581,-0.230851064
C07Q1,7,1,0.05,-0.034210388,-0.315697167,-0.542051636,-1.390774515,1.245722186,23.23422936,0.535358833,-0.230851064
C07Q1,7,1,0.05,-0.426700168,1.264318178,-0.29927824,0.776052252,0.384718413,6.234301664,1.130867544,-0.230851064
C07Q1,7,1,0.05,1.46058798,-0.021691575,0.043641069,-1.402373356,0.318972159,4.997117399,1.050824836,-0.230851064
C07Q1,7,1,0.05,-1.39883077,-0.162770966,-0.915993042,-0.325726053,0.418669002,6.87655375,0.23989462,-0.230851064
C07Q1,7,1,0.05,0.020785462,-0.969152112,0.424193521,-1.665622348,0.650276863,11.31944518,0.175356099,-0.230851064
C07Q1,7,1,0.05,-0.02204481,-0.557996814,0.688283259,-0.491706928,0.675439296,11.80859252,-0.92325619,0.769148936
C07Q1,7,1,0.05,-0.941132025,0.579309703,-2.161508723,0.252504586,-0.113586488,-2.927035954,-3.225841283,0.769148936
C07Q1,7,1,0.05,0.732793999,-1.4313762,0.31819397,0.247784397,1.390491068,26.23819602,-0.281402304,-0.230851064
C07Q1,7,1,0.05,-0.535790923,-2.151066356,0.30565539,-0.969012093,0.956644612,17.36126032,1.130867544,-0.230851064
C07Q1,7,1,0.05,-1.147284851,1.453455123,-0.186456213,-1.280368704,0.611993691,10.57766498,0.781491903,-0.230851064
C07Q1,7,1,0.05,-1.195307405,-1.240577048,1.260254586,-1.12954827,0.631852208,10.96208056,0.725402436,-0.230851064
C07Q1,7,1,0.05,-0.484596235,0.098775455,0.664022005,-1.11565166,-0.045060265,-1.696632177,0.069995583,-0.230851064
C07Q1,7,1,0.05,-1.439596701,1.130307953,-1.206518787,-1.823370622,0.49947323,8.414420984,-0.335469525,-0.230851064
C07Q1,7,1,0.05,0.451879322,-1.296695307,0.434273305,-1.002637633,0.968133988,17.59149191,1.050824836,-0.230851064
C07Q1,7,1,0.05,-1.749901811,-0.517835584,-0.901421525,0.470948545,1.208159817,22.46165581,0.357677656,-0.230851064
C07Q1,7,1,0.05,-1.536428086,0.837671849,-1.814335124,-0.018112085,0.441775167,7.314977443,0.993666422,-0.230851064
C07Q1,7,1,0.05,-2.638019576,-0.44609863,0.14598478,-0.656371884,-0.02195182,-1.279597293,0.38507663,-0.230851064
C07Q1,7,1,0.05,-1.523357278,0.712205335,-3.72E-05,-1.18969419,0.586976056,10.09450336,0.686181723,-0.230851064
C08Q1,8,1,0.05,1.751354237,-0.424375931,0.114655867,0.33616076,-0.944905702,-17.10550096,-0.134798829,-0.230851064
C08Q1,8,1,0.05,-0.63482221,0.150279693,0.608472229,0.81032574,0.157380417,1.993090613,0.106363227,-0.230851064
C08Q1,8,1,0.05,0.494161125,0.450607829,0.001262498,1.018458939,0.289959399,4.453917188,0.270666279,-0.230851064
C08Q1,8,1,0.05,-0.718530242,-1.548115277,0.594762802,-1.242096796,-0.394234319,-7.868136049,0.106363227,-0.230851064
C08Q1,8,1,0.05,-0.354941547,0.60320887,-0.220989467,-0.209733659,-0.715450962,-13.33016386,1.240066836,-0.230851064
C08Q1,8,1,0.05,-2.197967961,0.774064465,-0.392579605,-0.025548032,-0.400301131,-7.973209213,1.228506014,-0.230851064
C08Q1,8,1,0.05,-0.372967764,0.245939761,-1.046029717,-0.225317881,-0.049293539,-1.772913729,0.665979015,-0.230851064
C08Q1,8,1,0.05,0.233361148,-0.837259683,-0.234177882,0.48452541,0.401014129,6.542284241,0.069995583,-0.230851064
C08Q1,8,1,0.05,-0.692360827,-0.34242001,0.689567671,1.841745711,0.390418441,6.341969532,0.300519242,-0.230851064
C08Q1,8,1,0.05,0.300132443,1.621475561,-0.225382493,-1.202559258,1.065027789,19.5436146,-0.090347067,-0.230851064
C08Q1,8,1,0.05,-1.836942747,1.411747831,0.943112879,-0.265137139,0.763472032,13.52987754,0.885032581,-0.230851064
C08Q1,8,1,0.05,-1.738088727,-0.794055173,0.182389815,0.044826757,0.242488809,3.568765361,0.511828336,-0.230851064
C08Q1,8,1,0.05,-0.406934987,0.175207014,-0.96504261,0.833468503,-0.1404038,-3.405989965,0.270666279,-0.230851064
C08Q1,8,1,0.05,-0.273132223,0.010325339,0.508528806,0.240277165,-1.579668392,-27.00100567,-0.090347067,-0.230851064
C08Q1,8,1,0.05,-0.448709282,1.671415925,-0.064466769,-1.061443,0.237361215,3.473424318,0.141454547,-0.230851064
C08Q1,8,1,0.05,-0.607335032,0.307532625,0.233096274,0.50172504,0.002713875,-0.833280566,-1.146399741,0.769148936
C08Q1,8,1,0.05,0.561516987,-0.546968476,0.399074281,0.866519518,-0.334673496,-6.832673267,0.23989462,-0.230851064
C08Q1,8,1,0.05,-0.345549192,0.02485799,-0.839914842,-0.470882634,0.08090869,0.589669157,-2.532694102,0.769148936
C08Q1,8,1,0.05,-0.500458786,0.758460748,-1.151267936,1.095710227,1.065027789,19.5436146,0.781491903,-0.230851064
C08Q1,8,1,0.05,2.070693646,2.345448168,0.985256342,0.409222679,-0.097432539,-2.637834168,-0.517791082,0.769148936
C11Q1,11,1,0.05,0.15182447,0.057934253,0.889320999,0.121396698,-0.504216258,-9.761521485,-0.82794601,0.769148936
C11Q1,11,1,0.05,0.067397308,-0.836649626,-0.430464964,-0.323850224,0.969493662,17.6187554,-0.660891925,0.769148936
C11Q1,11,1,0.05,-0.332611876,0.481379959,-0.841072241,-0.781102524,0.764699169,13.55398101,0.948545987,-0.230851064
C11Q1,11,1,0.05,1.36321309,1.060731942,2.319082093,2.138722809,-0.625785822,-11.82624315,1.091646831,-0.230851064
C11Q1,11,1,0.05,-0.069406128,0.776854234,-0.139023611,-0.248734078,0.313737575,4.898986837,0.23989462,-0.230851064
C11Q1,11,1,0.05,-0.073964035,0.227086299,0.833587046,-0.268368943,-0.531809799,-10.23275972,0.329506779,-0.230851064
C11Q1,11,1,0.05,0.824537369,-0.137279397,-0.255050586,-0.9071345,1.043707493,19.11246263,1.064618158,-0.230851064
C11Q1,11,1,0.05,1.568655458,0.198846253,0.248351492,0.406953259,1.114074754,20.53892342,0.411744877,-0.230851064
C11Q1,11,1,0.05,-0.36669228,3.122197605,1.250695209,-0.778150954,0.769113618,13.64071472,0.511828336,-0.230851064
C11Q1,11,1,0.05,-0.302397704,0.862494153,0.74255024,0.432085017,0.576780083,9.897949177,0.487730784,-0.230851064
C11Q1,11,1,0.05,-1.041202693,-1.366521277,-1.269173756,-1.839514033,0.069185634,0.375559648,1.204975516,-0.230851064
C11Q1,11,1,0.05,0.797615818,-0.300534187,0.143921692,-0.875764825,0.83460696,14.93208576,0.106363227,-0.230851064
C11Q1,11,1,0.05,1.236310189,-0.792136299,-0.015244234,-0.628938392,-0.36765784,-7.406981522,0.437720363,-0.230851064
C11Q1,11,1,0.05,0.535983927,0.732544976,-0.926450992,-1.295030951,0.30073754,4.655517673,-2.532694102,0.769148936
C11Q1,11,1,0.05,2.206104211,0.194251988,-0.69224447,0.379685877,0.456505172,7.595026539,-0.230109009,-0.230851064
C11Q1,11,1,0.05,-1.163698906,-0.740990464,0.252724298,-0.234077854,-1.532898426,-26.29939514,0.38507663,-0.230851064
C11Q1,11,1,0.05,0.301495255,0.186145888,0.05219391,-1.380339792,-0.524633374,-10.11034837,0.948545987,-0.230851064
C11Q1,11,1,0.05,-0.557069146,-0.153077544,0.670993807,0.547274823,-0.493441875,-9.577104842,0.175356099,-0.230851064
C11Q1,11,1,0.05,-0.423923171,-0.314375807,1.337217245,-0.123197539,-0.214757188,-4.726410303,-3.225841283,0.769148936
C11Q1,11,1,0.05,0.683543893,-1.874979316,0.21695563,0.04890546,-0.027364591,-1.377376598,0.511828336,-0.230851064
C12Q1,12,1,0.05,0.054848968,-0.153575868,-0.623769885,0.606390367,-0.15728956,-3.70682968,0.437720363,-0.230851064
C12Q1,12,1,0.05,-2.332657492,7.67E-05,0.283449797,-2.109277949,0.264273746,3.974414716,0.834601728,-0.230851064
C12Q1,12,1,0.05,-0.673498062,-0.611990089,0.854888753,-0.305769501,-0.70751319,-13.19767522,-0.517791082,0.769148936
C12Q1,12,1,0.05,-1.644047001,0.129652859,-0.427023734,0.346431727,-2.112038167,-34.67893069,-3.225841283,0.769148936
C12Q1,12,1,0.05,0.27679542,0.420749064,-0.887590038,-1.493840031,-2.54449927,-40.49870448,-2.127228994,0.769148936
C12Q1,12,1,0.05,0.022091227,0.512831247,-0.040990279,-2.106753557,0.305545852,4.745530023,-0.740934633,0.769148936
C12Q1,12,1,0.05,1.021699718,-0.738284518,-0.601112651,-1.659601918,-0.070325766,-2.151372943,0.463038171,-0.230851064
C12Q1,12,1,0.05,-0.789133019,-0.979162948,-1.327211797,1.073780276,0.337807055,5.350660666,0.511828336,-0.230851064
C12Q1,12,1,0.05,0.200610701,0.297913165,-0.431042361,1.378218397,0.797488886,14.19915347,0.511828336,-0.230851064
C12Q1,12,1,0.05,0.099143225,-0.850021895,-0.898184024,0.754695977,-0.757727231,-14.0336703,0.645359728,-0.230851064
C12Q1,12,1,0.05,1.198472764,0.192657428,-0.177447178,0.680664495,-0.70751319,-13.19767522,-0.586783953,0.769148936
C12Q1,12,1,0.05,-0.866395974,-0.283476561,-0.721691059,-1.25580878,0.969493662,17.6187554,1.251495532,-0.230851064
C12Q1,12,1,0.05,0.925828696,-1.97026037,1.118616798,0.187789719,0.790500074,14.06146087,0.799510408,-0.230851064
C12Q1,12,1,0.05,-0.150060533,0.028174122,1.255821655,-0.326895711,0.477623231,7.997283333,0.069995583,-0.230851064
C12Q1,12,1,0.05,-1.529316443,-0.628471927,-0.729166183,0.621129939,0.328305929,5.172229659,-0.006965458,-0.230851064
C12Q1,12,1,0.05,0.660868022,-0.37118317,0.282742224,-1.147650344,0.212894193,3.019215386,0.38507663,-0.230851064
C12Q1,12,1,0.05,-0.773126092,-1.076886523,-0.715723181,0.279091055,-0.036134366,-1.53567431,-2.127228994,0.769148936
C12Q1,12,1,0.05,-0.218818039,-0.444978438,0.514278311,1.245159293,0.810874075,14.4631393,0.725402436,-0.230851064
C12Q1,12,1,0.05,0.124273826,-0.000559891,0.505044524,-1.771503679,0.238606323,3.496570668,0.558348351,-0.230851064
C12Q1,12,1,0.05,0.788172026,2.954127772,1.061538468,0.409424732,-0.023757996,-1.31223159,-0.660891925,0.769148936
C13Q1,13,1,0.05,0.495992068,0.892866166,3.006608855,0.671402585,0.148883529,1.836576774,0.463038171,-0.230851064
C13Q1,13,1,0.05,0.702256975,-1.944352844,0.455188688,-0.563684872,-1.618307246,-27.57733882,0.032255255,-0.230851064
C13Q1,13,1,0.05,1.780657317,-0.63579295,0.627964242,0.276261243,-0.117903992,-3.004243192,0.463038171,-0.230851064
C13Q1,13,1,0.05,0.652543659,-0.54006464,-0.035426183,-1.092328353,0.027338829,-0.386487264,-0.090347067,-0.230851064
C13Q1,13,1,0.05,1.853213321,0.167207707,0.309821076,-0.873665294,0.489244941,8.21903416,0.993666422,-0.230851064
C13Q1,13,1,0.05,-0.320343663,-0.524921157,0.375630912,1.641962645,-2.508893314,-40.03367361,-1.61640337,0.769148936
C13Q1,13,1,0.05,0.215694746,-0.102330498,0.050679287,-0.084497202,0.892532497,16.08138701,0.686181723,-0.230851064
C13Q1,13,1,0.05,-1.311184518,-0.202999723,-0.859698438,-0.438063637,0.059602095,0.200730406,0.23989462,-0.230851064
C13Q1,13,1,0.05,-1.502011037,0.172695992,-0.751732735,0.199487839,0.701371972,12.31403809,-1.434081813,0.769148936
C13Q1,13,1,0.05,0.600928778,0.33298964,0.389130145,1.303806327,-0.565501164,-10.8060709,0.141454547,-0.230851064
C13Q1,13,1,0.05,0.126258625,0.022970945,0.350459106,-0.124326999,-0.940048788,-17.02667849,-0.047787452,-0.230851064
C13Q1,13,1,0.05,-0.903598733,-0.050155314,-1.122115911,0.803492338,1.314277863,24.65154067,0.781491903,-0.230851064
C13Q1,13,1,0.05,-2.446691408,-1.113648742,-0.62610896,-0.189386102,0.147671028,1.814254121,0.978851337,-0.230851064
C13Q1,13,1,0.05,1.029784353,-0.69104338,0.51445112,-0.987971541,-0.722722142,-13.45141585,0.978851337,-0.230851064
C13Q1,13,1,0.05,0.572598402,0.968146595,-1.849799475,-0.573611126,-1.087389454,-19.39686437,-2.127228994,0.769148936
C13Q1,13,1,0.05,-0.129000432,0.14543497,-1.097253979,-0.215365884,0.276346481,4.199625461,0.817209985,-0.230851064
C13Q1,13,1,0.05,0.055992079,2.419093377,1.249153659,0.442362939,0.497176289,8.370525246,0.645359728,-0.230851064
C13Q1,13,1,0.05,0.415676548,-0.723714101,0.667588169,0.932131488,0.312713967,4.879804103,0.208145922,-0.230851064
C13Q1,13,1,0.05,-0.223692755,0.782803227,-1.575040578,-0.368609856,0.967936941,17.58754112,0.665979015,-0.230851064
C13Q1,13,1,0.05,-0.153954122,0.588224798,-0.672056707,0.58869055,0.860711781,15.44920115,0.686181723,-0.230851064
C14Q1,14,1,0.05,0.779192421,1.032656181,0.148436569,-0.090739582,0.057821965,0.168276338,-0.82794601,0.769148936
C14Q1,14,1,0.05,-1.327545267,-0.262975278,0.454238828,0.29571934,-0.168783889,-3.911288489,1.273968388,-0.230851064
C14Q1,14,1,0.05,-0.517564843,0.594596417,0.971325598,0.473204591,0.251345593,3.733569803,0.558348351,-0.230851064
C14Q1,14,1,0.05,-0.584754169,1.374487567,1.280395566,0.158184189,-0.867728161,-15.84741147,0.602800114,-0.230851064
C14Q1,14,1,0.05,-0.907021166,-0.50797952,-0.709827566,-0.881367627,-0.276266126,-5.810373019,-0.740934633,0.769148936
C14Q1,14,1,0.05,0.380379832,0.916126502,-0.042915713,0.879370471,0.621738443,10.7662026,1.180877965,-0.230851064
C14Q1,14,1,0.05,0.278659923,-0.086546945,0.476120481,-0.365204031,1.303303665,24.42402959,0.580821207,-0.230851064
C14Q1,14,1,0.05,-0.685957534,-1.477773218,-1.375596671,0.219011473,-0.530093751,-10.20349774,-2.127228994,0.769148936
C14Q1,14,1,0.05,-0.237465552,-0.226832044,-1.337267415,0.030629321,-1.41585131,-24.52436131,-0.392627939,-0.230851064
C14Q1,14,1,0.05,0.183847811,1.012729176,-0.453280377,1.648506624,0.191353083,2.620314543,0.885032581,-0.230851064
C14Q1,14,1,0.05,-1.320903474,0.929612154,-1.417823719,-0.079476685,0.541555753,9.220507542,0.032255255,-0.230851064
C14Q1,14,1,0.05,1.883920492,-0.45553768,-0.116549871,0.838402943,-1.063347106,-19.0130731,0.885032581,-0.230851064
C14Q1,14,1,0.05,-0.766501159,-0.4378354,1.387540979,-0.276307199,0.306587973,4.765044787,0.463038171,-0.230851064
C14Q1,14,1,0.05,-0.474773371,-0.752338605,0.445907265,0.59101399,0.812558233,14.49638004,-0.006965458,-0.230851064
C14Q1,14,1,0.05,1.016661748,-0.334525223,-1.086519077,-1.180870132,0.83989088,15.03664592,0.978851337,-0.230851064
C14Q1,14,1,0.05,0.614805814,0.538721411,-0.927224718,1.085521503,0.669389423,11.69086985,0.817209985,-0.230851064
C14Q1,14,1,0.05,1.645424172,-0.493950928,1.76417935,0.01529397,0.719345217,12.66513806,1.022653959,-0.230851064
C14Q1,14,1,0.05,2.509959983,-0.070798954,-0.154711441,0.606758692,0.544392486,9.274972314,-0.335469525,-0.230851064
C14Q1,14,1,0.05,-0.415268846,-0.892939702,-1.58443231,-0.169400089,-0.844700759,-15.46972885,-1.839546922,0.769148936
C14Q1,14,1,0.05,0.415964298,-0.534386219,1.050085644,0.276494444,-0.169072933,-3.91642654,-0.392627939,-0.230851064
C15Q1,15,1,0.05,0.586043659,-2.097014298,-0.406381716,0.770936321,0.230576462,3.34735132,0.978851337,-0.230851064
C15Q1,15,1,0.05,-0.528051433,0.151880375,-0.093914282,1.030683516,-2.037897917,-33.64364098,-1.61640337,0.769148936
C15Q1,15,1,0.05,-0.792453541,-0.023429784,-1.814983479,-1.105902709,0.265293589,3.993428101,0.106363227,-0.230851064
C15Q1,15,1,0.05,0.221377713,1.145375859,-0.498833874,0.062348551,-2.187506603,-35.72147636,-1.279931134,0.769148936
C15Q1,15,1,0.05,0.413972213,0.288645824,-0.665656896,-1.645269422,0.572712514,9.819594127,0.963813459,-0.230851064
C15Q1,15,1,0.05,-2.367221614,1.218815023,-0.273081338,-1.021755428,0.534522784,9.085545224,-0.181318845,-0.230851064
C15Q1,15,1,0.05,1.572237968,0.038229556,1.586197575,0.181065053,0.353214567,5.640397282,0.580821207,-0.230851064
C15Q1,15,1,0.05,-0.434062273,2.143799632,0.008898485,-1.330396521,-1.302412469,-22.77790135,-1.028616705,0.769148936
C15Q1,15,1,0.05,-0.259041213,1.275282107,-0.495369607,1.039586433,0.380951772,6.163189196,-0.134798829,-0.230851064
C15Q1,15,1,0.05,0.099996677,0.981693387,-0.049690619,-0.324449062,-0.796690887,-14.67888717,-1.61640337,0.769148936
